shift,MAE,RMSE,R2,mean_error,overestimation_share,max_overestimation,near_failure_MAE,warning_zone_MAE,candidate_hash
10.0,14.527770202792048,19.129829060577134,0.7880845433338444,-1.355094056423791,0.33,67.6357260315257,7.5650447037974775,8.702584117867952,c03e1c93bc54d09ce492393e64c3cdd2
10.5,14.680456065311978,19.160713816121913,0.787399723787294,-1.830094056423791,0.32,67.1357260315257,7.925044703797478,9.026113529632658,c03e1c93bc54d09ce492393e64c3cdd2
11.0,14.834682639310138,19.202963448660643,0.7864611171505962,-2.3030754284644317,0.31,66.6357260315257,8.281950999790109,9.349642941397363,c03e1c93bc54d09ce492393e64c3cdd2
11.5,14.995789218769543,19.2559570169613,0.7852809032951525,-2.773075428464431,0.3,66.1357260315257,8.661950999790108,9.67317235316207,c03e1c93bc54d09ce492393e64c3cdd2
12.0,15.170027561471507,19.32097192347025,0.7838285206552216,-3.243075428464431,0.29,65.6357260315257,9.041950999790108,9.996701764926776,c03e1c93bc54d09ce492393e64c3cdd2
12.5,15.355798837872216,19.395539875918864,0.7821567030432647,-3.7090112177043846,0.28,65.1357260315257,9.405694156749922,10.37808698351947,c03e1c93bc54d09ce492393e64c3cdd2
13.0,15.536252334867479,19.478847018420034,0.7802813361431511,-4.169464714699646,0.28,64.6357260315257,9.747508144730968,10.760439924695941,c03e1c93bc54d09ce492393e64c3cdd2
13.5,15.7121666666454,19.569939581667647,0.7782215083118481,-4.625379046477567,0.28,64.1357260315257,10.071165471842654,11.14279286587241,c03e1c93bc54d09ce492393e64c3cdd2
14.0,15.8871666666454,19.671436507703238,0.7759150926760192,-5.080379046477567,0.28,63.63572603152571,10.391165471842655,11.525145807048881,c03e1c93bc54d09ce492393e64c3cdd2
14.5,16.06032907134769,19.781955834672306,0.7733900830468463,-5.533541451179858,0.28,63.13572603152571,10.703815090651819,11.907498748225352,c03e1c93bc54d09ce492393e64c3cdd2
